id,float_id,latitude,longitude,depth,temperature,salinity,month,year,date
359,5906479,42.8947,29.4654,1541,2.0,40.0,11,2024,2024-11-16
360,5906482,-2.315,-93.4296,152,19.48,35.14,6,2024,2024-06-23
361,5906487,43.9569,-47.0185,24,9.96,36.11,2,2024,2024-02-26
362,5906478,21.1269,-31.9951,97,21.34,35.6,12,2024,2024-12-18
363,5906480,75.6281,33.9042,188,-2.0,34.12,8,2024,2024-08-16
364,5906477,32.1012,-43.3152,1743,2.0,37.38,2,2025,2025-02-19
365,5906485,-33.0249,33.4201,958,-2.0,35.11,1,2024,2024-01-30
366,5906472,-45.3599,163.6247,207,-0.81,34.8,8,2024,2024-08-09
367,5906475,38.3508,118.4201,831,-2.0,34.9,1,2024,2024-01-30
368,5906487,41.8502,-12.9032,139,7.88,35.94,11,2024,2024-11-03
369,5906482,-55.9175,-54.1231,1288,2.0,35.16,7,2024,2024-07-09
370,5906483,-10.3063,103.9717,1287,3.87,36.57,1,2025,2025-01-22
371,5906479,58.2591,-39.3739,1781,2.0,36.95,5,2024,2024-05-10
372,5906479,79.5428,132.0471,78,-2.0,32.43,2,2025,2025-02-03
373,5906480,37.1581,27.0424,261,6.34,37.46,1,2025,2025-01-04
374,5906479,29.9783,7.4009,28,10.81,34.76,2,2025,2025-02-27
375,5906489,33.8936,39.4813,144,7.6,38.89,4,2024,2024-04-16
376,5906476,58.2956,-57.0933,265,3.1,35.29,12,2024,2024-12-15
377,5906479,-47.2854,-132.579,1054,2.0,35.73,6,2024,2024-06-06
378,5906474,44.9255,-63.636,24,18.22,35.75,7,2024,2024-07-05
379,5906475,29.1327,-31.7931,23,27.61,35.73,9,2024,2024-09-09
380,5906482,12.721,103.4156,13,26.83,35.66,7,2024,2024-07-23
381,5906475,30.6634,38.0637,23,22.96,37.95,1,2025,2025-01-18
382,5906484,26.114,-23.404,34,25.04,36.17,3,2024,2024-03-31
383,5906487,52.608,14.2587,143,1.34,34.29,3,2025,2025-03-19
384,5906474,74.9762,-34.4632,277,-2.0,34.65,1,2025,2025-01-02
385,5906470,34.9751,11.0184,118,8.59,38.98,1,2025,2025-01-04
386,5906470,35.1862,37.3681,322,-2.0,35.17,12,2024,2024-12-16
387,5906479,-35.3961,-163.1127,1643,2.0,35.71,11,2024,2024-11-28
388,5906484,77.5865,36.7059,1222,2.0,31.26,2,2025,2025-02-09
389,5906470,11.4358,-18.8036,1249,5.08,37.61,5,2024,2024-05-12
390,5906474,36.155,-104.5588,403,3.51,35.03,3,2025,2025-03-06
391,5906478,39.5043,-65.4407,565,-2.0,35.25,2,2025,2025-02-18
392,5906489,5.5048,-168.9434,42,26.71,35.41,7,2024,2024-07-30
393,5906477,9.0607,56.1186,1816,5.98,37.15,7,2024,2024-07-19
394,5906485,-3.2417,-30.4087,443,10.47,36.68,2,2025,2025-02-14
395,5906474,37.0743,-47.7152,85,12.82,33.77,11,2024,2024-11-15
396,5906488,7.3269,65.3332,496,6.56,36.41,7,2024,2024-07-24
397,5906474,77.7596,88.2692,16,-0.73,33.28,1,2024,2024-01-01
398,5906474,2.1939,77.9924,1113,4.34,36.13,7,2024,2024-07-05
399,5906488,54.5746,40.4905,44,10.61,34.18,9,2024,2024-09-09
400,5906483,31.7449,2.2696,105,18.08,38.96,9,2024,2024-09-07
401,5906472,-59.4134,-117.6655,1480,2.0,36.14,2,2024,2024-02-14
402,5906480,-33.5078,40.127,146,-2.0,34.12,4,2024,2024-04-19
403,5906484,37.7596,54.1496,225,-1.41,34.95,3,2024,2024-03-19
404,5906477,38.0538,27.5615,60,19.96,38.65,1,2025,2025-01-03
405,5906473,59.7008,71.182,167,10.57,35.0,5,2024,2024-05-27
406,5906485,75.0284,-149.7916,271,-2.0,34.77,9,2024,2024-09-10
407,5906474,-1.0387,-19.5451,1512,2.42,37.42,3,2024,2024-03-29
408,5906476,61.1122,-61.8788,1587,2.0,36.45,7,2024,2024-07-31
409,5906471,33.1648,16.4202,369,7.64,39.33,2,2024,2024-02-24
410,5906476,31.1011,-14.2202,85,7.22,35.55,12,2024,2024-12-23
411,5906479,28.269,-32.7335,40,27.98,35.63,8,2024,2024-08-31
412,5906472,-0.6267,100.341,1730,2.15,37.31,11,2024,2024-11-25
413,5906473,20.6132,-18.5033,44,24.44,36.98,1,2025,2025-01-17
414,5906486,25.8737,-53.3165,406,11.63,36.0,12,2024,2024-12-05
415,5906483,65.3682,-62.8305,119,-2.0,30.8,2,2025,2025-02-05
416,5906487,-9.1565,-145.4042,47,27.84,35.13,2,2024,2024-02-28
417,5906471,33.434,-60.5446,1588,2.0,36.69,1,2024,2024-01-08
418,5906478,-46.0546,40.6656,148,-0.0,34.83,4,2024,2024-04-21
419,5906484,22.7381,-46.1923,1052,5.27,37.51,12,2024,2024-12-12
420,5906483,39.4262,-27.1496,75,9.2,35.46,2,2024,2024-02-03
421,5906475,59.5561,-55.8871,15,17.02,36.47,3,2025,2025-03-27
422,5906485,7.2426,-109.7584,73,24.99,34.54,8,2024,2024-08-11
423,5906488,9.1952,-139.2706,126,22.46,35.33,5,2024,2024-05-04
424,5906486,29.6782,93.3448,252,-2.0,35.21,11,2024,2024-11-06
425,5906470,-34.1072,56.3843,218,-2.0,34.81,8,2024,2024-08-15
426,5906487,43.7966,-43.1491,269,1.2,36.18,7,2024,2024-07-10
427,5906476,49.9747,-66.414,81,13.02,36.0,11,2024,2024-11-05
428,5906482,-8.5117,-87.878,490,10.36,35.77,5,2024,2024-05-01
429,5906476,60.9364,-18.2972,16,12.38,36.48,12,2024,2024-12-13
430,5906489,-9.7219,83.2062,102,14.99,34.91,5,2024,2024-05-22
431,5906486,9.5096,-175.772,475,12.52,35.78,10,2024,2024-10-27
432,5906484,48.2625,-63.0277,135,6.54,36.42,2,2025,2025-02-25
433,5906481,3.4123,86.5226,147,14.15,35.71,11,2024,2024-11-24
434,5906485,-9.0367,75.0843,320,12.34,35.85,4,2024,2024-04-07
435,5906480,32.2869,88.305,13,18.23,34.82,5,2024,2024-05-07
436,5906478,3.2683,-99.1533,19,25.19,34.4,2,2025,2025-02-28
437,5906489,7.8411,-105.5143,246,13.95,34.7,9,2024,2024-09-05
438,5906480,64.1173,-42.9578,139,4.72,35.24,12,2024,2024-12-13
439,5906488,75.6893,178.6742,1288,2.0,33.14,4,2024,2024-04-18
440,5906488,22.8429,-21.3562,352,14.05,36.54,3,2024,2024-03-28
441,5906481,-46.9842,-138.3036,73,1.85,34.83,10,2024,2024-10-02
442,5906475,-47.4677,133.7748,909,-2.0,34.8,3,2025,2025-03-16
443,5906475,-36.2408,-135.5662,977,-2.0,35.01,8,2024,2024-08-15
444,5906470,6.6255,-85.2897,274,14.53,34.45,12,2024,2024-12-07
445,5906475,32.6792,0.7539,96,17.97,37.59,2,2025,2025-02-04
446,5906488,8.5565,-160.751,28,29.01,35.04,5,2024,2024-05-12
447,5906487,-7.5763,106.1526,37,24.02,34.75,8,2024,2024-08-30
448,5906475,-37.3179,15.7966,47,9.34,34.51,2,2024,2024-02-16
449,5906470,-5.0753,-176.144,146,17.78,34.96,5,2024,2024-05-26
450,5906471,9.5614,-20.0899,44,25.08,36.2,6,2024,2024-06-22
451,5906480,31.1036,28.5716,146,12.03,38.84,1,2025,2025-01-25
452,5906479,27.6215,30.2926,1164,2.0,35.7,2,2025,2025-02-03
453,5906474,41.9464,8.4332,133,16.59,37.25,10,2024,2024-10-03
454,5906480,6.171,-136.8435,26,27.86,34.91,3,2025,2025-03-10
455,5906474,73.3923,-89.7672,1221,2.0,34.68,9,2024,2024-09-05
456,5906476,56.2974,25.2072,90,19.55,34.1,12,2024,2024-12-14
457,5906478,16.7689,108.4211,46,25.24,35.6,11,2024,2024-11-19
458,5906477,23.2217,30.851,1813,2.0,35.44,9,2024,2024-09-23
459,5906478,-52.4974,-121.6461,10,2.81,33.93,3,2024,2024-03-11
460,5906477,-52.6403,-120.2202,484,-2.0,34.58,11,2024,2024-11-22
461,5906474,-53.3144,58.4985,643,-2.0,35.26,3,2025,2025-03-01
462,5906480,-43.4446,-85.9502,174,-2.0,34.21,3,2025,2025-03-17
463,5906476,34.9505,23.362,55,17.52,37.94,6,2024,2024-06-03
464,5906473,74.1487,80.5954,67,5.0,32.88,7,2024,2024-07-26
465,5906472,-52.2388,37.629,22,9.19,34.82,8,2024,2024-08-23
466,5906487,31.3965,8.3325,1965,2.0,40.0,4,2024,2024-04-29
467,5906474,43.2453,-48.2351,26,19.06,34.82,11,2024,2024-11-16
468,5906482,41.655,15.568,335,11.05,38.6,10,2024,2024-10-07
469,5906488,-53.6737,-68.2393,806,-2.0,34.91,5,2024,2024-05-23
470,5906476,-39.8237,161.9473,1081,2.0,35.41,1,2024,2024-01-10
471,5906487,40.538,81.8028,31,10.16,34.61,5,2024,2024-05-04
472,5906478,78.7282,-128.4904,319,-2.0,31.08,6,2024,2024-06-17
473,5906480,40.9571,-18.2353,321,-2.0,34.51,6,2024,2024-06-29
474,5906488,-0.5313,-104.8125,67,26.47,35.1,8,2024,2024-08-29
475,5906477,-35.8403,-128.6239,44,2.57,34.63,10,2024,2024-10-07
476,5906480,-9.5763,-133.7075,19,27.22,34.73,5,2024,2024-05-13
477,5906476,3.8407,-127.6389,15,28.45,34.08,1,2025,2025-01-26
478,5906472,54.3025,-54.1287,1748,2.0,35.74,10,2024,2024-10-23
479,5906487,-29.9284,96.3588,168,15.98,34.88,3,2024,2024-03-29
480,5906478,11.588,-34.12,150,18.68,36.94,6,2024,2024-06-12
481,5906470,32.5929,22.9722,43,22.61,37.47,7,2024,2024-07-16
482,5906478,-46.4516,118.4154,69,10.03,33.88,6,2024,2024-06-06
483,5906481,41.9367,28.3968,28,17.66,38.28,11,2024,2024-11-07
484,5906470,7.068,-43.2211,72,22.83,36.67,2,2024,2024-02-07
485,5906474,-8.8511,-47.3689,1546,3.83,38.21,7,2024,2024-07-17
486,5906472,1.8128,-10.2366,1914,5.1,38.43,2,2024,2024-02-11
487,5906479,19.8796,-26.7678,1103,5.33,37.21,12,2024,2024-12-04
488,5906481,57.9652,-43.2965,452,6.3,34.54,6,2024,2024-06-21
489,5906481,44.7064,16.9194,383,8.88,37.75,1,2024,2024-01-24
490,5906477,10.9936,111.6743,933,3.43,35.54,3,2024,2024-03-26
491,5906489,70.9638,88.455,666,-2.0,30.81,1,2025,2025-01-29
492,5906489,36.3638,42.0508,1313,2.0,35.75,2,2025,2025-02-06
493,5906480,-7.6702,-179.6875,26,24.9,34.45,7,2024,2024-07-21
494,5906483,26.0163,-52.3763,235,12.24,35.8,7,2024,2024-07-09
495,5906475,42.0101,5.3717,40,17.28,38.3,1,2025,2025-01-07
496,5906487,44.466,32.6025,47,22.2,38.45,3,2024,2024-03-14
497,5906483,-29.7253,85.601,33,25.26,35.23,3,2024,2024-03-18
498,5906488,76.5219,171.8544,1290,2.0,32.0,2,2025,2025-02-25
499,5906474,-9.2807,-131.543,148,21.53,34.86,1,2025,2025-01-31
500,5906478,36.6832,1.7607,26,14.29,38.24,3,2024,2024-03-04
